compound_name,clinical_phase,mechanism_of_action,cf_max_score,cf_avg_score,cf_top_pose,docking_max_score,docking_avg_score,docking_top_pose,safety_Aurora kinase A,safety_Bile Salt Export Pump model 2,safety_Caspase 3,safety_Cathepsin L1,safety_hERG_pIC50,safety_KCNA5,safety_Muscarinic acetylcholine receptor M1,safety_Muscarinic acetylcholine receptor M3,hERG_pIC50,KCNA5,pk_Human microsomal clearance model 2,chem_a_acc,chem_a_don,chem_chi0,chem_chi1,chem_chi0_c,chem_chi1_c,chem_kier1,chem_lip_acc,chem_npr1,chem_peoe_pcplus,chem_peoe_vsaplus0,chem_peoe_vsaplus2,chem_peoe_vsaplus4,chem_peoe_vsaplus6,chem_peoe_vsaminus1,chem_peoe_vsaminus3,chem_peoe_vsaminus5,chem_pmi,chem_pmi2,chem_pmix,chem_pmiz,chem_slogp,chem_slogp_vsa1,chem_slogp_vsa3,chem_slogp_vsa5,chem_slogp_vsa7,chem_slogp_vsa9,chem_smr_vsa0,chem_smr_vsa2,chem_smr_vsa4,chem_smr_vsa6,chem_tpsa,cv_safety_score,high_potential
caffeic-acid-phenethyl-ester,Preclinical,HIV integrase inhibitor,6.26,5.491,6.26,-5.1,-5.2700000000000005,-5.6,5.45,3.9,4.18,5.01,4.77,5.61,6.66,6.3,4.77,5.61,1.74,3.0,2.0,15.08,10.15,11.37,7.51,17.36,4.0,0.19,1.81,20.79,16.92,20.65,0.0,73.53,0.0,13.57,5034.12,4269.62,4102.22,165.2,2.9,7.75,20.93,18.87,158.79,10.49,34.86,0.0,0.0,46.31,66.76,5.1899999999999995,0
CT-7758,Phase 2,integrin antagonist,6.44,5.720000000000001,4.62,-5.2,-5.470000000000001,-5.7,7.7,4.71,5.69,5.03,4.88,6.41,6.07,7.18,4.88,6.41,1.59,3.0,2.0,23.71,16.48,16.88,10.63,25.64,7.0,0.18,2.02,117.03,28.43,0.0,0.0,50.61,0.0,19.39,15293.35,13510.73,12604.09,1047.99,3.76,58.73,0.0,24.68,162.65,51.04,90.41,18.01,28.24,7.15,107.04,5.645,0
ML281,Preclinical,serine/threonine kinase inhibitor,7.28,6.547,6.46,-6.1,-6.32,-6.6,6.19,4.58,5.25,5.17,4.87,6.34,6.46,6.55,4.87,6.34,1.73,3.0,2.0,19.67,13.52,14.84,9.01,21.24,5.0,0.51,2.18,36.33,6.7,12.95,0.0,98.77,0.0,27.13,6455.25,3641.18,3271.07,338.21,5.2,49.3,0.0,16.79,174.6,106.2,47.72,0.0,44.29,13.27,70.56,5.605,0
carglumic-acid,Launched,carbamoyl phosphate synthase activator,5.43,5.127,5.29,-4.2,-4.32,-4.6,3.31,3.47,5.6,5.37,5.28,4.72,4.85,5.68,5.28,4.72,0.78,1.0,2.0,10.43,5.93,3.72,1.65,13.0,7.0,0.4,1.16,31.77,0.0,0.0,17.44,0.0,0.0,0.0,1508.01,1069.67,954.04,115.61,-3.7,7.76,0.0,0.0,0.0,23.86,156.95,18.01,32.9,7.76,135.38,5.0,0
4BP-TQS,Preclinical,nicotinic receptor agonist,7.25,5.8629999999999995,6.82,-6.6,-6.9,-7.4,6.57,4.33,4.47,5.77,5.15,6.08,5.33,6.31,5.15,6.08,1.02,2.0,2.0,16.9,11.43,11.69,8.25,17.42,4.0,0.14,1.48,81.01,8.62,0.0,0.0,92.64,9.04,0.14,8833.53,7932.8,7572.6,318.75,4.02,66.18,0.0,4.61,158.79,48.71,48.17,9.02,52.06,0.0,72.19,5.615,0
bicifadine,Phase 3,dopamine reuptake inhibitor  serotonin receptor antagonist,5.91,4.774,3.48,-4.7,-4.8100000000000005,-5.1,6.69,3.32,5.12,5.35,4.95,5.76,5.25,5.4,4.95,5.76,1.68,0.0,0.0,8.89,6.31,8.18,5.31,8.32,1.0,0.17,1.73,25.59,0.0,0.0,17.24,51.23,0.0,0.0,1332.9,1198.14,1114.67,83.47,0.83,0.0,36.88,0.0,70.57,33.33,0.0,4.41,0.0,36.88,16.61,5.355,0
purmorphamine,Preclinical,smoothened receptor agonist,7.31,6.0809999999999995,5.87,-5.7,-5.970000000000001,-6.3,7.66,4.66,5.34,5.18,5.18,6.58,6.89,5.84,5.18,6.58,1.63,4.0,1.0,26.02,19.31,20.62,11.92,27.81,8.0,0.33,2.86,104.85,30.77,0.0,0.0,99.63,11.37,2.5,15434.24,11118.4,10472.56,638.78,6.95,70.27,78.73,0.0,219.87,17.47,11.0,3.12,34.86,78.73,77.33,5.88,0
Ro-90-7501,Preclinical,beta amyloid protein neurotoxicity inhibitor,7.29,6.706,6.75,-5.3,-5.63,-5.9,4.83,3.86,4.89,5.05,5.24,5.61,6.13,5.49,5.24,5.61,1.14,2.0,4.0,17.67,12.65,12.84,8.23,18.06,6.0,0.06,2.98,27.86,45.67,0.0,17.24,0.0,0.0,0.0,9220.79,8743.27,8708.28,34.98,3.36,16.79,0.0,0.0,196.04,5.51,16.79,33.57,25.12,0.0,110.65,5.425000000000001,0
nolatrexed,Phase 3,thymidylate synthase inhibitor,6.7,5.654999999999999,5.56,-5.6,-5.800000000000001,-6.0,5.5,3.41,4.58,4.17,5.03,6.13,6.11,6.32,5.03,6.13,0.74,2.0,2.0,14.11,9.65,9.28,5.04,14.92,5.0,0.44,2.61,45.68,8.53,15.68,8.62,32.02,0.0,13.7,2764.46,1849.48,1634.59,212.01,1.65,7.16,0.0,19.89,105.0,68.3,40.65,21.11,35.65,7.16,81.62,5.58,0
zuranolone,Phase 3,GABA receptor agonist,8.18,6.417,6.02,-6.6,-6.9799999999999995,-7.5,6.39,4.52,5.66,4.47,4.97,6.01,5.73,6.92,4.97,6.01,1.06,4.0,1.0,21.1,14.3,16.81,10.8,21.83,5.0,0.17,1.98,144.71,20.3,10.32,0.0,18.75,27.16,13.57,9221.96,8274.81,7768.78,504.74,4.61,24.13,47.66,0.0,34.43,85.09,23.86,26.46,0.0,5.69,78.91,5.49,0
PNU-177864,Preclinical,dopamine receptor antagonist,6.28,5.295,6.07,-4.9,-5.069999999999999,-5.5,4.98,4.52,3.47,4.89,4.95,6.08,5.26,5.36,4.95,6.08,0.88,1.0,0.0,19.92,12.69,12.29,7.38,23.28,5.0,0.44,2.92,63.07,0.0,4.18,32.53,74.47,10.11,10.58,5564.98,3570.24,3231.11,317.5,3.5,57.99,36.88,20.42,157.55,86.21,48.17,27.77,2.76,36.88,59.98,5.515000000000001,0
almitrine,Launched,neurotransmitter agonist,6.85,5.8149999999999995,5.59,-5.1,-5.290000000000001,-5.6,6.08,4.7,4.05,6.02,5.23,6.14,5.77,5.41,5.23,6.14,1.04,4.0,2.0,24.62,17.07,17.93,9.35,28.02,7.0,0.27,2.73,130.34,35.28,47.04,0.0,73.53,17.05,0.27,11654.6,8886.6,8567.95,318.49,4.35,89.5,110.64,0.0,176.43,99.82,0.0,21.37,41.72,110.64,69.21,5.6850000000000005,0
SDZ-21009,Preclinical,adrenergic receptor antagonist  serotonin receptor antagonist,7.18,6.533999999999999,6.22,-5.7,-5.84,-5.9,6.28,3.66,5.24,4.38,4.87,6.13,5.84,6.46,4.87,6.13,1.41,3.0,2.0,18.61,11.65,13.78,7.1,21.3,6.0,0.17,3.24,72.89,24.8,10.32,31.95,12.25,0.0,13.57,6217.32,5469.07,5183.23,285.92,1.83,7.75,39.37,0.0,75.29,171.87,34.86,16.79,4.72,47.11,88.16,5.5,0
eact,Preclinical,calcium-activated chloride channel inhibitor,7.17,6.9030000000000005,6.75,-5.0,-5.1899999999999995,-5.4,5.18,4.39,4.69,5.29,4.91,6.1,5.72,5.94,4.91,6.1,1.7,6.0,0.0,21.51,14.62,15.69,6.69,24.64,7.0,0.48,2.63,102.2,25.38,0.0,0.0,75.51,0.0,13.57,7145.49,4648.18,3999.14,635.37,4.13,22.04,39.37,141.54,145.26,47.51,34.86,3.12,6.44,44.62,70.12,5.505,0
benzyldimethyloctylammonium,Preclinical,,6.3,5.1739999999999995,5.07,-3.7,-3.98,-4.3,6.49,3.67,4.44,4.31,5.15,6.2,6.34,6.35,5.15,6.2,0.95,0.0,0.0,13.27,8.64,12.77,6.93,16.06,1.0,0.17,1.95,66.19,13.19,0.0,0.0,114.83,0.0,0.0,4208.7,3699.42,3532.42,166.42,4.89,0.0,18.44,65.79,88.22,51.77,0.0,0.0,0.0,18.44,0.0,5.675000000000001,0
entacapone,Launched,catechol O methyltransferase inhibitor,6.73,6.399,6.21,-5.2,-5.44,-5.7,3.49,4.2,4.46,5.52,4.7,5.49,5.26,5.25,4.7,5.49,1.34,3.0,1.0,16.86,10.35,9.71,5.27,20.05,8.0,0.26,1.69,81.29,22.51,10.32,0.0,0.0,17.74,47.5,4346.38,3394.8,3236.52,158.25,2.22,15.47,135.48,3.19,35.29,74.65,73.63,50.94,2.76,59.78,133.21,5.095000000000001,0
UNC0321,Preclinical,histone lysine methyltransferase inhibitor,5.23,4.753,4.96,-4.7,-4.78,-5.0,5.98,3.43,4.35,5.99,5.37,5.42,5.94,6.41,5.37,5.42,1.19,4.0,0.0,26.2,17.92,19.65,6.95,29.97,10.0,0.27,6.83,102.14,50.0,19.81,41.54,5.68,0.0,0.14,16001.64,12177.09,11794.73,382.36,-2.59,34.8,191.86,166.97,40.0,14.71,37.16,3.12,26.95,191.86,83.31,5.395,0
YS-035,Preclinical,calcium channel blocker,7.87,5.57,5.24,-4.5,-4.61,-4.9,4.68,3.77,3.91,3.97,5.57,5.66,5.57,4.72,5.57,5.66,1.26,4.0,0.0,18.94,12.6,15.54,6.75,22.29,5.0,0.29,3.02,134.45,33.83,0.0,8.62,24.51,0.0,0.0,7057.34,5699.32,5184.74,514.65,2.02,0.0,36.88,212.17,105.86,20.97,3.12,0.0,0.0,36.88,41.36,5.615,0
cloperastine-fendizoate,Preclinical,potassium channel antagonist,4.42,4.049,3.69,-5.8,-5.8999999999999995,-6.0,5.73,4.2,4.18,4.33,6.02,5.73,6.19,6.6,6.02,5.73,1.06,1.0,0.0,15.91,11.33,13.62,8.62,17.81,2.0,0.45,2.35,30.11,18.1,0.0,8.62,115.37,0.0,0.0,4255.59,2780.52,2446.94,321.91,3.61,0.0,76.24,0.0,158.79,39.15,14.12,0.0,0.0,76.24,13.67,5.875,0
SirReal-2,Preclinical,SIRT inhibitor,7.29,5.9639999999999995,5.97,-6.8,-6.93,-7.1,6.26,4.65,5.02,4.26,4.89,6.26,7.33,5.93,4.89,6.26,1.69,4.0,1.0,20.22,14.06,14.97,8.4,22.2,5.0,0.19,1.99,72.8,0.0,12.95,0.0,109.73,0.0,13.57,8999.22,7882.1,7402.34,477.46,5.02,73.63,17.23,19.56,163.51,130.65,23.86,0.69,23.66,22.49,67.77,5.574999999999999,0
pazufloxacin,Launched,topoisomerase inhibitor,5.53,4.827,4.53,-4.7,-4.860000000000001,-5.1,6.22,3.6,6.21,4.45,4.17,6.27,5.57,5.98,4.17,6.27,1.16,2.0,0.0,16.52,10.83,10.23,6.04,16.47,6.0,0.29,2.58,56.88,17.48,0.0,25.86,0.0,0.0,13.57,3762.12,2790.85,2685.54,105.23,-0.21,7.15,20.93,3.19,34.86,56.29,90.41,45.14,2.76,28.08,97.31,5.22,0
simvastatin,Launched,HMGCR inhibitor,6.06,4.897,4.87,-4.8,-4.97,-5.2,5.47,4.41,4.42,5.08,4.69,6.57,5.98,7.08,4.69,6.57,1.29,3.0,1.0,22.05,14.1,17.64,10.74,24.64,5.0,0.45,2.3,140.93,0.0,10.32,0.0,130.5,0.0,27.13,7298.17,5409.32,4447.31,962.45,4.59,15.49,0.0,3.19,52.93,166.63,69.72,17.64,0.0,15.49,72.83,5.630000000000001,0
pimecrolimus,Launched,calcineurin inhibitor,7.66,5.892,5.61,-4.9,-5.18,-5.9,5.62,4.96,6.15,6.28,4.39,6.36,6.25,7.15,4.39,6.36,1.58,10.0,2.0,41.48,26.48,30.37,16.52,48.66,12.0,0.23,5.04,301.63,16.51,21.76,0.0,101.71,0.0,54.27,25927.08,22465.0,20354.4,2102.86,5.72,27.5,18.44,112.52,35.29,239.1,150.45,22.05,0.0,42.82,158.13,5.375,0
SNAP,Preclinical,adrenergic receptor antagonist,6.44,5.671000000000001,6.15,-4.8,-4.9399999999999995,-5.1,6.05,4.5,5.03,6.05,5.74,5.91,6.13,6.82,5.74,5.91,1.82,2.0,2.0,31.98,21.75,24.7,15.04,36.28,9.0,0.18,4.18,170.6,8.62,0.0,8.62,147.06,0.0,61.2,24515.34,20989.93,20144.6,845.1,4.17,20.09,124.69,47.27,247.0,69.41,68.93,86.96,2.76,86.76,117.69,5.825,0
CGP-52411,Preclinical,EGFR inhibitor,7.07,6.388,6.41,-6.8,-6.859999999999999,-7.1,5.34,4.37,5.76,6.23,4.93,5.43,6.32,5.88,4.93,5.43,1.23,2.0,3.0,17.23,12.2,13.1,8.6,18.37,5.0,0.4,1.93,26.8,17.24,0.0,0.0,73.53,0.0,27.54,4632.22,3040.22,2842.98,197.34,4.06,46.54,0.0,0.0,211.72,11.03,47.72,18.01,47.05,10.52,70.23,5.18,0
defactinib,Phase 2,focal adhesion kinase inhibitor,7.82,6.795999999999999,6.97,-6.2,-6.340000000000001,-6.7,7.44,4.17,4.01,4.0,4.68,6.34,5.23,5.76,4.68,6.34,0.98,7.0,3.0,25.8,16.4,13.78,5.24,29.55,11.0,0.41,3.33,147.38,53.54,36.41,9.05,16.75,35.73,19.39,9030.69,5751.62,5398.78,330.4,2.97,156.59,0.0,97.49,122.22,72.63,72.03,27.29,45.33,5.26,142.1,5.51,0
RU-28318,Phase 2,cytochrome P450 inhibitor,8.11,6.456999999999999,5.44,-6.0,-6.15,-6.5,6.35,4.41,4.75,4.62,4.49,6.42,5.76,6.16,4.49,6.42,1.38,2.0,1.0,21.03,13.64,17.03,11.41,22.2,4.0,0.38,1.53,172.7,0.0,10.32,0.0,67.15,0.0,13.57,6249.4,5146.45,4237.27,909.98,3.81,7.15,0.0,3.19,17.64,99.98,90.41,17.64,0.0,7.15,77.43,5.455,1
amikacin,Launched,bacterial 30S ribosomal subunit inhibitor,5.66,4.858,4.55,-5.1,-5.2700000000000005,-5.5,5.38,3.58,4.46,5.1,3.77,6.03,5.81,6.5,3.77,6.03,0.22,13.0,9.0,29.89,18.85,13.35,6.87,34.49,18.0,0.43,10.49,34.46,72.8,82.59,103.43,0.0,0.0,13.57,12081.36,8701.8,7439.07,1262.86,-11.29,5.26,57.81,0.0,0.0,0.0,67.86,149.6,0.0,63.06,338.42,4.9,0
farampator,Preclinical,ionotropic glutamate receptor agonist,6.91,5.365,5.11,-5.3,-5.4799999999999995,-5.7,5.35,3.55,5.73,4.66,4.87,5.73,5.84,5.15,4.87,5.73,1.22,3.0,0.0,11.66,8.34,7.97,4.8,12.06,5.0,0.16,1.16,71.25,13.4,0.0,0.0,0.0,0.0,13.57,2431.64,2123.62,2050.27,73.35,1.85,47.58,36.88,9.96,57.22,0.0,33.82,0.0,4.29,42.14,59.23,5.300000000000001,0
mephentermine,Launched,adrenergic receptor agonist,6.64,5.305000000000001,5.24,-4.0,-4.1,-4.2,5.56,3.28,4.34,4.29,4.68,6.48,5.96,5.15,4.68,6.48,1.18,0.0,0.0,9.03,5.64,8.32,4.58,10.08,1.0,0.23,1.71,42.82,0.0,0.0,17.24,61.27,0.0,0.0,1164.65,1005.02,916.96,88.06,1.2,0.0,0.0,51.77,88.22,66.65,0.0,0.0,0.0,0.0,16.61,5.58,0
UNC2025,Preclinical,FLT3 inhibitor  MER tyrosine kinase inhibitor,8.3,7.051,8.09,-5.1,-5.36,-5.6,5.9,4.13,4.77,4.65,5.15,6.01,6.53,5.99,5.15,6.01,0.76,4.0,2.0,24.2,17.1,19.35,10.2,26.6,7.0,0.26,3.57,191.93,19.81,26.01,8.62,76.47,5.68,0.14,14881.2,11711.74,11135.4,576.27,3.48,56.61,92.2,32.9,115.66,53.66,3.12,0.0,30.57,92.2,70.65,5.58,0
ACT-132577,Launched,endothelin receptor antagonist,7.81,6.356,4.86,-5.9,-6.11,-6.4,7.14,4.48,3.88,3.95,5.34,6.32,5.59,5.57,5.34,6.32,1.09,7.0,2.0,20.86,13.82,10.41,4.95,23.66,10.0,0.22,2.29,82.46,11.19,0.0,13.7,77.18,0.0,0.0,15739.84,12752.18,11992.06,403.43,2.0,84.07,41.85,42.89,108.19,96.29,59.17,24.12,34.48,44.18,141.15,5.83,0
rifamycin-sv,Phase 3,RNA synthesis inhibitor,6.64,5.641,5.91,-5.4,-5.57,-5.9,5.87,4.99,6.0,4.41,4.72,5.94,6.04,7.21,4.72,5.94,1.35,10.0,5.0,37.4,23.35,25.87,14.37,42.74,13.0,0.55,4.47,188.31,8.46,50.86,0.0,111.76,0.0,40.7,14040.8,9274.01,7369.38,1904.94,5.19,36.7,0.0,38.57,113.06,285.1,147.27,17.64,25.91,18.69,204.14,5.33,0
YK-4-279,Preclinical,apoptosis inhibitor,7.26,6.436,6.18,-6.2,-6.42,-6.7,5.75,4.11,4.2,4.63,5.4,5.73,5.74,5.24,5.4,5.73,1.22,4.0,2.0,17.48,11.36,11.07,6.62,18.78,5.0,0.19,2.01,42.47,0.0,10.32,0.0,59.16,0.0,27.13,5478.04,4717.23,4471.45,247.81,3.73,28.96,0.0,35.38,105.86,86.3,47.72,0.0,20.77,10.95,75.63,5.565,0
eperisone,Launched,acetylcholine receptor antagonist,6.96,5.486,6.07,-5.3,-5.42,-5.6,5.07,3.65,4.0,4.6,5.22,6.15,5.39,5.48,5.22,6.15,1.33,1.0,0.0,13.66,9.2,12.09,7.4,15.39,2.0,0.17,2.08,66.19,0.0,0.0,8.62,86.51,0.0,13.57,3548.21,3183.48,2972.02,211.36,2.14,5.69,55.32,18.87,70.57,66.65,26.99,4.41,0.0,61.01,21.51,5.6850000000000005,0
GS-9620,Phase 2,toll-like receptor agonist,7.5,6.544,6.27,-5.5,-5.6899999999999995,-5.9,6.22,3.46,4.64,4.21,5.51,5.9,7.05,6.69,5.51,5.9,1.11,3.0,2.0,20.92,14.62,14.94,7.73,23.17,8.0,0.2,3.55,88.25,59.51,12.95,8.62,64.21,11.37,20.22,10726.47,8885.77,8595.69,290.14,1.91,56.84,76.24,0.0,70.57,82.0,26.99,3.12,25.42,81.5,97.81,5.705,0
idasanutlin,Phase 3,MDM inhibitor,5.81,5.1240000000000006,5.81,-4.6,-4.880000000000001,-5.2,6.59,5.04,4.94,6.51,5.31,6.77,6.54,6.13,5.31,6.77,2.0,4.0,2.0,30.98,19.73,20.86,12.23,34.87,7.0,0.41,2.71,90.32,26.66,12.95,0.0,164.43,17.74,13.57,15810.51,11724.13,10015.04,1698.78,5.6,24.73,47.66,35.38,158.79,216.2,90.41,36.25,20.77,6.72,114.28,6.039999999999999,0
BAX-channel-blocker,Preclinical,cytochrome C release inhibitor,6.51,5.411,4.67,-6.5,-6.74,-7.0,6.87,4.39,4.61,4.48,5.18,5.39,5.37,4.89,5.18,5.39,0.94,2.0,1.0,17.39,12.11,12.53,7.08,18.37,4.0,0.37,2.7,74.09,0.0,10.32,17.24,87.25,0.0,0.0,9855.88,6386.73,6187.5,145.75,2.83,5.02,92.2,6.11,115.29,110.35,0.0,6.11,9.43,92.2,45.01,5.285,0
NVP-DPP728,Phase 2,dipeptidyl peptidase inhibitor,6.7,5.267,6.09,-5.3,-5.54,-5.8,4.51,3.67,4.28,4.86,5.07,5.65,5.28,5.14,5.07,5.65,1.18,5.0,2.0,15.79,10.74,10.09,4.86,18.34,7.0,0.14,1.92,98.98,51.87,12.95,0.0,0.0,35.48,13.7,5665.38,5295.59,4920.72,378.12,0.47,43.18,169.08,0.0,52.5,2.33,23.86,18.01,20.34,79.02,104.84,5.36,0
cefathiamidine,Launched,bacterial cell wall synthesis inhibitor,5.16,4.444,4.14,-4.7,-4.87,-5.2,6.06,3.69,5.03,4.83,4.1,5.83,5.39,6.57,4.1,5.83,1.22,3.0,1.0,23.29,14.51,13.47,5.44,27.25,10.0,0.15,3.64,110.47,8.27,12.95,30.4,0.0,0.0,40.97,12943.65,11784.53,11136.35,651.47,-2.47,23.54,55.39,5.94,0.0,231.07,165.92,36.02,0.0,75.81,141.84,4.965,0
isotretinoin,Launched,retinoid receptor agonist,7.29,5.986,6.35,-5.7,-5.880000000000001,-6.1,5.11,4.39,4.84,5.08,4.83,5.9,5.27,5.34,4.83,5.9,1.6,0.0,0.0,16.75,10.22,14.75,9.07,20.05,2.0,0.16,1.0,89.57,0.0,0.0,0.0,103.19,0.0,0.0,6459.73,5573.54,5472.69,100.51,4.27,1.46,0.0,12.74,105.86,166.63,66.55,0.0,0.0,1.46,40.13,5.365,0
chlorophyllin,Preclinical,,7.19,5.946,7.19,0.0,-4.39,-5.8,5.15,4.44,5.92,5.02,4.14,6.53,5.77,5.34,4.14,6.53,1.18,0.0,1.0,32.03,20.85,23.2,14.12,35.31,10.0,0.49,3.81,214.94,8.62,26.8,17.24,72.05,0.0,0.14,11862.04,7201.34,6398.38,802.35,-2.12,9.91,0.0,45.82,35.29,198.73,233.21,43.62,0.0,45.19,176.15,5.335,0
lithium-citrate,Launched,,5.03,3.886,4.42,-4.4,-4.470000000000001,-4.6,4.88,3.47,4.94,3.72,5.3,4.54,4.66,6.66,5.3,4.54,1.07,1.0,1.0,10.65,5.78,3.65,1.81,13.0,7.0,0.47,0.67,63.88,0.0,10.32,0.0,0.0,0.0,0.0,1151.54,839.73,684.65,155.13,-5.25,4.39,0.0,0.0,0.0,0.0,199.64,0.0,0.0,4.39,140.62,4.92,0
loracarbef,Launched,bacterial cell wall synthesis inhibitor,5.55,4.101000000000001,4.67,-4.8,-4.999999999999999,-5.3,4.14,3.45,4.8,5.38,4.31,6.23,5.99,5.88,4.31,6.23,1.25,3.0,2.0,17.43,11.41,10.15,6.13,18.78,7.0,0.17,2.03,21.58,23.53,12.95,0.0,90.86,0.0,27.13,5860.56,5223.55,4929.03,295.45,-0.53,15.11,0.0,6.26,88.22,39.15,114.27,18.01,32.9,11.98,115.56,5.27,0
ZSET1446,Preclinical,nicotinic receptor agonist,7.55,5.63,4.41,-5.5,-5.6899999999999995,-6.1,6.16,3.55,4.5,4.64,5.27,5.29,6.13,6.13,5.27,5.29,1.37,1.0,0.0,12.16,8.79,9.88,6.37,11.8,3.0,0.35,1.94,46.72,0.0,11.19,12.95,74.84,0.0,0.0,1983.38,1474.24,1336.52,137.26,-0.07,10.71,0.0,37.74,140.72,0.0,40.65,0.0,0.0,7.59,34.28,5.279999999999999,0
I-BZA,Phase 3,,7.67,6.098000000000001,5.7,-4.6,-4.75,-5.0,4.51,3.65,3.54,5.19,5.35,4.92,6.0,5.45,5.35,4.92,1.47,1.0,1.0,12.67,8.19,9.39,4.9,15.06,3.0,0.27,2.24,28.63,0.0,0.0,8.62,24.51,0.0,13.57,3909.59,3080.69,2758.36,280.77,0.95,5.26,73.76,0.0,70.57,123.43,26.99,19.67,0.0,79.02,33.54,5.135,0
beclamide,Launched,anticonvulsant,5.39,4.84,4.45,-4.2,-4.360000000000001,-4.5,5.04,3.57,4.06,4.74,5.0,6.17,5.66,5.54,5.0,6.17,1.29,1.0,1.0,9.52,6.33,6.81,4.13,11.08,2.0,0.2,1.08,49.97,0.0,12.95,0.0,61.27,0.0,13.57,1907.73,1655.74,1540.89,105.12,2.2,5.26,19.18,0.0,88.22,57.59,23.86,18.01,0.0,24.44,29.1,5.585,0
PRN1371,Phase 1,protein tyrosine kinase inhibitor,6.87,6.049,5.64,-5.0,-5.3,-5.6,6.14,4.44,5.14,4.58,5.08,6.24,5.7,5.4,5.08,6.24,1.55,6.0,1.0,27.4,18.32,18.13,7.49,30.95,10.0,0.42,4.17,135.16,19.81,28.63,8.62,81.47,5.68,27.27,13587.82,8853.5,8183.61,667.39,2.03,65.22,110.64,103.66,55.69,125.11,50.85,3.12,25.42,138.8,101.33,5.66,0
mizoribine,Launched,immunosuppressant  inosine monophosphate dehydrogenase inhibitor,6.25,4.446,5.02,-4.1,-4.25,-4.5,5.32,3.61,5.31,5.04,5.35,5.68,6.21,5.88,5.35,5.68,0.33,7.0,4.0,13.45,8.47,5.46,2.07,14.41,9.0,0.23,2.94,0.0,18.98,34.12,0.0,0.0,0.0,32.82,2619.1,2180.11,2046.86,133.43,-3.85,13.64,20.93,16.79,0.0,0.0,58.72,0.0,32.9,31.44,145.68,5.515,0
JNJ-40411813,Phase 2,glutamate receptor positive allosteric modulator,7.98,6.4430000000000005,4.72,-5.2,-5.42,-5.7,5.46,4.28,5.15,5.26,5.46,6.21,6.64,5.86,5.46,6.21,1.13,1.0,0.0,16.94,11.7,13.79,8.25,18.78,3.0,0.15,1.53,139.8,4.52,0.0,0.0,118.31,0.0,13.57,6708.99,5911.13,5727.23,185.38,4.47,11.51,55.32,6.26,123.07,72.47,23.86,0.0,0.0,60.58,23.55,5.835,0
captan,Phase 1,,7.93,6.305000000000001,4.4,-4.8,-4.839999999999999,-4.9,4.95,3.82,5.61,2.86,4.94,6.0,5.29,4.84,4.94,6.0,1.23,2.0,0.0,11.92,7.4,5.64,3.32,12.46,3.0,0.25,1.19,48.95,0.0,25.9,0.0,113.26,0.0,27.13,2778.62,2338.95,2130.38,208.43,2.91,12.04,0.0,0.0,35.29,149.43,47.72,8.82,0.0,10.52,37.38,5.470000000000001,0
flopropione,Launched,serotonin receptor antagonist,5.77,4.769,5.77,-4.6,-4.750000000000001,-5.0,5.43,3.49,4.46,3.82,5.0,5.8,4.48,4.71,5.0,5.8,1.36,3.0,2.0,10.01,6.06,6.01,3.75,11.08,4.0,0.32,1.07,32.24,0.0,20.65,0.0,18.75,0.0,13.57,1178.67,837.58,810.34,27.24,1.83,5.69,0.0,0.0,35.29,43.81,66.55,0.0,0.0,5.69,80.59,5.4,0
oxonic-acid,Preclinical,uricase inhibitor,5.02,4.433,4.62,-4.7,-4.730000000000001,-4.9,3.97,3.63,5.76,3.92,5.35,5.44,6.09,5.85,5.35,5.44,0.88,2.0,1.0,8.43,5.09,2.31,0.33,9.09,7.0,0.33,0.66,0.0,8.62,17.44,0.0,0.0,5.68,5.68,833.39,610.77,571.87,38.89,-1.65,13.45,0.0,16.79,18.01,47.72,114.27,36.02,0.0,13.45,98.66,5.395,0
cinoctramide,Preclinical,,6.39,5.757,6.23,-5.9,-6.07,-6.3,5.66,4.15,4.81,5.47,4.92,6.03,5.73,4.72,4.92,6.03,1.53,4.0,0.0,17.36,11.69,13.66,6.62,20.31,5.0,0.18,1.98,173.35,25.38,12.95,0.0,26.1,0.0,13.57,6578.0,5551.86,5409.02,142.86,3.52,8.38,36.88,106.15,52.93,15.73,23.86,0.0,0.0,59.78,48.0,5.475,0
FGIN-1-27,Preclinical,inositol monophosphatase inhibitor,6.42,5.737,5.51,-4.7,-4.790000000000001,-5.0,5.97,4.48,4.79,4.2,5.49,5.86,6.5,5.5,5.49,5.86,1.51,1.0,1.0,22.76,15.63,19.48,12.51,26.6,3.0,0.57,2.07,154.72,9.02,12.95,0.0,126.47,0.0,13.57,8387.46,5999.86,4489.02,1512.54,7.51,8.38,36.88,18.87,151.8,81.61,23.86,25.91,10.66,42.14,36.1,5.675000000000001,0
VU0360172,Preclinical,glutamate receptor positive allosteric modulator,6.75,5.8180000000000005,5.21,-4.9,-5.05,-5.4,6.16,4.1,4.8,6.61,5.05,5.74,5.08,6.4,5.05,5.74,1.28,2.0,1.0,15.36,10.7,11.95,7.82,16.84,3.0,0.06,1.5,47.69,15.72,0.0,0.0,28.06,0.0,13.57,7786.73,7422.78,7340.37,81.93,2.9,22.04,34.06,0.0,123.07,14.96,23.86,27.13,0.0,5.26,41.99,5.395,0
